comments_es,satisfied
las tasas de interes de ahorro del banco son extremadamente bajas el mal servicio brindado por su banco es la razon por la que no lo recomendaria a nadie,Negativo
la extension a la comunidad deberia ser una maxima prioridad para el banco simplemente no es aceptable,Negativo
no siento que este banco valore mi negocio,Negativo
el servicio de banca online que ofrece el banco es muy amplio,Positivo
su banco deberia involucrarse mas en nuestra area local mi experiencia con el servicio de este banco ha sido tan negativa que no se lo recomendaria a nadie,Negativo
productos hipotecarios muy limitados tu experiencia con la aplicacion es decepcionante estoy decepcionado con el servicio brindado por este banco y estoy considerando llevar mi negocio a otra parte,Negativo
la experiencia del usuario de la aplicacion movil no es satisfactoria estoy seguro de que me quedare en este banco por mucho mas tiempo,Negativo
realmente aprecio la aplicacion movil del banco,Positivo
el banco realmente deberia contribuir mas a nuestra comunidad los productos financieros del banco deben ser mas diversos no estoy impresionado con la calidad del servicio realmente es necesario mejorar las cosas aqui,Negativo
estoy bastante contento con el servicio del banco,Positivo
las comisiones bancarias son demasiado altas me arrepiento de haber abierto una cuenta en este banco,Negativo
este banco ofrece tasas de interes de ahorro bastante buenas el sitio web del banco es realmente facil de navegar,Positivo
la aplicacion movil necesita mejoras mi descontento con el banco es tan grande que no lo recomendaria,Negativo
estoy bastante contento con mi banco,Positivo
la red de cajeros automaticos de este banco es excelente en general lo estas haciendo bien,Positivo
lo que experimente simplemente no es aceptable,Negativo
es muy inconveniente hacer negocios con este banco el servicio de este banco es realmente inaceptable,Negativo
sin comentarios,Negativo
las tasas hipotecarias son una carga demasiado grande,Negativo
las sucursales bancarias son bastante accesibles al banco le esta yendo bien en general,Positivo
la implicacion comunitaria de este banco tiene algo que valoro mucho bien en general,Positivo
quiero saber mas sobre lo que hacen con mis datos la banca en linea del banco es inadecuada estoy completamente decepcionado y frustrado con el servicio brindado,Negativo
la experiencia web del banco es decepcionante,Negativo
la aplicacion movil es genial en general todo esta bien,Positivo
servicio de atencion al cliente amable las tasas de ahorro proporcionadas por el banco son buenas y beneficiosas para los clientes en general todo esta bien,Positivo
aplicacion movil bien disenada las sucursales bancarias estan en buenas ubicaciones,Positivo
simplemente no es aceptable,Negativo
la aplicacion movil de tge bank tiene solidas medidas de seguridad,Positivo
sin comentarios,Negativo
el servicio al cliente de este banco es realmente malo el nivel de servicio al cliente proporcionado por su banco no es impresionante el servicio que brindo fue muy decepcionante,Negativo
muchas sucursales lo estas haciendo bien,Positivo
estoy completamente decepcionado y frustrado con el servicio brindado,Negativo
la aplicacion de telefono proporcionada por la banda es realmente util,Positivo
norte para agregar,Negativo
estoy muy contento con el servicio en general,Positivo
el servicio al cliente del banco es muy insatisfactorio su banco necesita mejorar su enfoque de servicio al cliente estoy pensando en cambiar de banco debido al mal servicio que siempre ofrecen,Negativo
sin comentarios,Negativo
el servicio de banca en linea que brinda pank es excelente,Positivo
la sucursal bancaria mas cercana se encuentra muy cerca,Positivo
el servicio de atencion al cliente de su banco no es profesional realmente no estoy contento contigo,Negativo
no me gusta el sitio web en linea lo que experimente simplemente no es aceptable,Negativo
en general las cosas estan bastante bien pero podrian mejorar,Neutro
estoy impresionado por la cantidad de obras de caridad que realiza este banco bastante bien en general pero podria hacerlo mejor,Neutro
deje de aumentar las tasas de su hipoteca realmente incomodo tratar con este banco,Negativo
debes tomarte mas en serio la privacidad de los datos todos cambiare de banco pronto debido a la experiencia general,Negativo
la experiencia de servicio al cliente es desagradable mi descontento con el banco es tan grande que no lo recomendaria,Negativo
el banco no da suficiente importancia a la privacidad de los datos pronto cambiare de banco debido a la mala experiencia general,Negativo
el banco tiene sucursales ubicadas en lugares inconvenientes,Negativo
me estoy cansando de toda la sensacion bancaria inesperada estos ti son inaceptables y deben abordarse,Negativo
podria cerrar mi cuenta,Negativo
no puedo permitirme el lujo de seguir pagando estas altas tarifas no siento que esta banda valore mi negocio,Negativo
el banco tiene buenas opciones disponibles para tasas hipotecarias y de ahorro estoy bastante contento con el servicio del banco,Positivo
la aplicacion de telefono es util mi experiencia como cliente ha sido fantastica y estoy muy contento,Positivo
la interfaz de la aplicacion telefonica de los bancos es confusa el servicio brindado a sus clientes es constantemente decepcionado tu banda deberia tratar mejor a los clientes sus servicios bancarios generales no me hacen feliz,Negativo
es bueno ver que se toma en serio la seguridad de la banca en linea servicio general decente pero todavia hay margen de mejora,Neutro
creo que cerrare mi cuenta,Negativo
la experiencia de servicio al cliente es decepcionante estoy considerando seriamente cambiarme a otro banco,Negativo
el servicio prestado a los clientes no es util podria cerrar mi cuenta,Negativo
las tasas de ahorro bancarias son demasiado bajas lo que experimente simplemente no es aceptable,Negativo
la aplicacion de telefono del banco no es facil de usar esto es inaceptable y es necesario abordarlo,Negativo
las tasas de las hipotecas son demasiado costosas no hay muchos productos financieros para personas como yo,Negativo
el banco ofrece muchas ubicaciones de cajeros automaticos pasable en general,Positivo
no me gusta pagar todas estas comisiones bancarias innecesarias realmente no estoy contento con este banco,Negativo
el banco tiene una gama limitada de servicios esto no es lo suficientemente bueno,Negativo
el servicio al cliente del banco es descortes,Negativo
el servicio brindado a sus clientes es constantemente decepcionante,Negativo
facil de encontrar sucursales de bancos y cajeros automaticos estoy bastante satisfecho,Positivo
las tasas hipotecarias del banco son justas en comparacion con las de otros bancos,Positivo
buena seleccion de productos financieros considerandolo todo el servicio bancario es excelente recomiendo ampliamente este banco,Positivo
nuestras tarifas son demasiado no se lo recomendaria a un amigo,Negativo
enhorabuena por brindar un excelente servicio al cliente las cosas estan bastante bien pero podrian mejorar,Neutro
muy satisfecho con la calidad del servicio al cliente brindado por este banco,Positivo
el banco brinda servicios que son excelentes y satisfacen mis necesidades hay muchos cajeros automaticos disponibles en este banco supongo que todo esta bien en general,Positivo
las tasas hipotecarias de los bancos son bastante justas para resumir estoy razonablemente satisfecho,Positivo
no estan mal los honorarios y cargos en general este banco es aceptable,Positivo
mi descontento con el banco es tan grande que no lo recomendaria,Negativo
tu banco necesita preocuparse mas por el medio ambiente,Negativo
sin comentarios,Positivo
bueno en general supongo,Positivo
en general estoy razonablemente satisfecho,Positivo
prefiero no comentar sobre esto,Negativo
buena participacion comunitaria buena opcion para realizar operaciones bancarias en irlanda,Positivo
el banco debe trabajar para ganarse la confianza de los clientes en materia de proteccion de datos,Negativo
no hay comentarios para agregar aqui,Negativo
buena aplicacion movil supongo que en general todo es bastante decente,Positivo
los tipos de interes de las hipotecas sobre viviendas son demasiado altos hoy en dia,Negativo
me arrepiento de haber abierto una cuenta en este banco,Negativo
las sucursales del banco estan ubicadas en lugares convenientes en general estoy contento con el servicio de the bank,Positivo
el sitio web del banco es bastante facil de usar en general este banco es aceptable,Positivo
este banco debe garantizar que la aplicacion movil sea mas segura,Negativo
las tasas de ahorro son bajas y este banco necesita mejorar su servicio al cliente,Negativo
la seleccion de productos hipotecarios que ofrece el banco es amplia,Positivo
la aplicacion movil es realmente buena,Positivo
